OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,GEOGRAPH,TRACT,POVERTY200,TRACTCE,PERCENT_CA,PERCENT_TR,PERCENT_WA,TOTAL_POP,UNEMPLOYME,POVERTY_RA,MEDIAN_INC,PERCENT_BL,PERCENT_HI,HOME_OWN,F15_FI_RATE,F15_FI_POP,F15_LB_NEED,F15_LB_UNME,F15_DISTRIB,F15_PPIN,FY_FI_RATE,FY_FI_POP,FY_LB_UNME,FY_DISTRIB,FY_PPIN,F14_FI_RATE,F14_LB_UNME,F14_DISTRIB,F14_PPIN,SHAPEAREA,SHAPELEN
599,51,059,415500,51059415500,4155,Census Tract 4155,G5020,S,3861750,25139,51059415500,415500,0,415500,83.8,11.1,5.1,6033,0.018,0.086,110521,0.191,0.082,0.684,0.072,434.376,91218.96,63573.584077,27645.375923,63.643884,7.2,434.376,65162.285133,26056.674867,59.986452,7.7,80408.543517,17258.26,37.108146,3886523.94896496,10803.6731768788
600,51,059,415600,51059415600,4156,Census Tract 4156,G5020,S,3704938,866130,51059415600,415600,0,415600,91.1,8.5,0.4,2851,0.049,0.005,202625,0.019,0.026,0.928,0.014,39.914,8381.94,5245.471148,3136.468852,78.58067,1.4,39.914,5374.713912,3007.226088,75.342639,2,9180.211537,2436.99,44.052574,4570630.47089057,11312.2811471858
601,51,059,416300,51059416300,4163,Census Tract 4163,G5020,S,35832418,15985874,51059416300,416300,0,416300,92.8,5.6,1.6,1939,0.016,0.058,146042,0.096,0.047,0.936,0.026,50.414,10586.94,7505.837843,3081.102157,61.116003,2.6,50.414,7397.152275,3189.787725,63.271863,6,22298.515103,4577.28,35.765627,51813897.6831073,33850.9295453065
602,51,059,492300,51059492300,4923,Census Tract 4923,G5020,S,2119669,4863,51059492300,492300,0,492300,93.6,5.9,0.4,3139,0.097,0.076,119125,0.07,0.184,0.79,0.072,225.781992,47414.21832,37563.129125,9851.089195,43.630978,7.2,226.234008,37665.428022,9843.713658,43.511202,6.4,36141.922755,8855.2,41.326899,2124329.30230848,8245.91962350785
603,51,059,492400,51059492400,4924,Census Tract 4924,G5020,S,3608684,59068,51059492400,492400,0,492400,92.7,6.9,0.3,4580,0.041,0.066,98033,0.125,0.148,0.802,0.057,260.79894,54767.7774,39900.466756,14867.310644,57.006791,5.7,261.32106,38455.334916,16422.087684,62.842573,6.1,50973.429452,12000.53,40.018309,3667402.98969934,12366.6250479807
671,51,059,490101,51059490101,4901.01,Census Tract 4901.01,G5020,S,4853870,41477,51059490101,490101,0,490101,96.4,3.1,0.5,5404,0.099,0.136,123125,0.129,0.068,0.663,0.117,632.268,132776.28,118776.2587,14000.0213,22.142543,11.7,632.900268,123481.468223,9427.588057,14.895851,9.1,88900.042785,13223.8,27.192448,4894856.53662577,9237.64288947227
672,51,059,491303,51059491303,4913.03,Census Tract 4913.03,G5020,S,996700,4251,51059491303,491303,0,491303,89.7,9.3,0.8,4821,0.074,0.066,78285,0.201,0.344,0.692,0.069,331.983702,69716.57742,60186.773711,9529.803709,28.705637,6.9,332.316351,63880.274576,5906.159134,17.772701,10.5,80883.188974,15343.01,33.48394,1000847.20217202,5076.08141373078
673,51,059,491101,51059491101,4911.01,Census Tract 4911.01,G5020,S,7713031,167959,51059491101,491101,0,491101,97.3,2.6,0,3987,0.037,0.005,170000,0.054,0.033,0.995,0.013,51.779169,10873.62549,9439.014443,1434.611047,27.706336,1.3,51.831,9849.933429,1034.576571,19.960575,1.3,9319.099356,1751.05,33.217313,7880197.3270425,16834.472336664
674,51,059,491301,51059491301,4913.01,Census Tract 4913.01,G5020,S,15095875,1014913,51059491301,491301,0,491301,95.3,4.5,0.2,6648,0.061,0.038,107308,0.12,0.207,0.745,0.056,372.288,78180.48,47231.834858,30948.645142,83.130923,5.6,372.288,53280.810659,24899.669341,66.882815,5.1,52461.419705,16971.51,51.330358,16109189.3036412,20588.7560478995
736,51,059,491705,51059491705,4917.05,Census Tract 4917.05,G5020,S,3786917,29537,51059491705,491705,0,491705,96.7,3.4,0,3410,0.051,0.052,195455,0.045,0.086,0.908,0.021,71.68161,15053.1381,13817.402096,1235.736004,17.239233,2.1,71.61,14287.110941,750.989059,10.487209,4.4,27741.602826,3110.76,21.173713,3816070.3523541,8836.31588653492
737,51,059,420502,51059420502,4205.02,Census Tract 4205.02,G5020,S,303753,0,51059420502,420502,0,420502,65.8,34.3,0,1586,0.037,0.107,85446,0.176,0.107,0.481,0.109,173.046874,36339.84354,23543.876481,12795.967059,73.945092,10.9,173.046874,23616.941186,12722.902354,73.522867,10.6,20972.820051,11326.44,73.64108,303723.533709391,3027.73432410224
738,51,059,471402,51059471402,4714.02,Census Tract 4714.02,G5020,S,1978810,13604,51059471402,471402,0,471402,83,15.5,1.5,3983,0.072,0.034,76837,0.021,0.434,0.708,0.033,131.439,27602.19,11376.589317,16225.600683,123.445862,3.3,131.307561,14051.893312,13522.694498,102.984888,6.5,36791.969795,11105.88,48.691848,1992214.21478987,6098.20863326176
739,51,059,471304,51059471304,4713.04,Census Tract 4713.04,G5020,S,1488743,0,51059471304,471304,0,471304,83.2,13.9,2.9,1796,0.037,0.022,180268,0.007,0.047,0.959,0.01,17.96,3771.6,1606.639582,2164.960418,120.543453,1,17.96,2026.479869,1745.120131,97.167045,0.5,1332.541636,446.16,52.67513,1488596.8054703,7821.24535673956
740,51,059,471202,51059471202,4712.02,Census Tract 4712.02,G5020,S,2013091,3933,51059471202,471202,0,471202,72.9,19.5,7.6,4709,0.064,0.037,93700,0.04,0.139,0.423,0.097,456.773,95922.33,65454.782225,30467.547775,66.701727,9.7,457.229773,69317.345489,26700.906841,58.397131,8,63187.06906,16243.33,42.94451,2016822.69244006,7029.73492044537
741,51,059,471201,51059471201,4712.01,Census Tract 4712.01,G5020,S,730065,191,51059471201,471201,0,471201,92.5,7.1,0.5,3082,0.102,0.026,94500,0.147,0.038,0.392,0.142,438.081644,91997.14524,54835.224347,37161.920893,84.828756,14.2,437.644,61825.392133,30079.847867,68.731316,13.1,73744.461629,15690.55,36.842565,730183.507529094,4786.92962113451
819,11,001,006400,11001006400,64,Census Tract 64,G5020,S,689019,227631,11001006400,6400,0,6400,39.7,40.4,19.9,2165,0.195,0.478,20321,0.891,0.005,0.213,0.328,710.12,149125.2,78239.558503,70885.641497,99.82206,32.8,710.12,70625.888773,78499.311227,110.543727,26.4,30390.792164,70565.45,146.783835,916560.009959805,4677.09496747858
820,11,001,010200,11001010200,102,Census Tract 102,G5020,S,1239830,146458,11001010200,10200,0,10200,35.6,47.4,17,2576,0.055,0.056,84053,0.458,0.084,0.358,0.1,257.6,54096,31678.622564,22417.377436,87.023981,10,257.3424,30070.86301,23971.04099,93.148432,8.9,13992.749709,31536.09,145.458987,1386140.63623162,5083.27223820225
821,11,001,000300,11001000300,3,Census Tract 3,G5020,S,1020016,2334,11001000300,300,0,300,62.7,24.9,12.5,5909,0.042,0.13,111289,0.024,0.084,0.582,0.038,224.766542,47200.97382,30950.919342,16250.054478,72.29748,3.8,224.542,27168.369025,19985.450975,89.005402,2.3,14307.700966,11769.47,94.779782,1022248.83702767,4077.69143181231
822,11,001,011000,11001011000,110,Census Tract 110,G5020,S,646540,382024,11001011000,11000,0,11000,48.7,42.6,8.7,3381,0.061,0.041,82275,0.34,0.076,0.658,0.062,209.622,44020.62,21641.592069,22379.027931,106.758966,6.2,209.622,19571.21329,24449.40671,116.63569,5.5,14845.787919,24239.41,130.235397,1028461.35887477,5794.09772305747
823,11,001,006500,11001006500,65,Census Tract 65,G5020,S,496077,0,11001006500,6500,0,6500,27.8,45.7,26.6,2471,0.047,0.065,132794,0.07,0.07,0.519,0.035,86.571485,18180.01185,10581.867655,7598.144195,87.767285,3.5,86.571485,9595.165948,8584.845902,99.164822,0.9,2255.719613,2641.27,113.266881,496024.241350461,3386.49656243306
824,11,001,006700,11001006700,67,Census Tract 67,G5020,S,428312,0,11001006700,6700,0,6700,46.5,48.2,5.2,3979,0.036,0.046,137143,0.124,0.023,0.63,0.025,99.375525,20868.86025,8568.655836,12300.204414,123.774988,2.5,99.475,8155.16331,12734.58669,128.017961,1.1,4081.260804,5479.83,120.359094,428268.411493148,3020.44392329065
825,11,001,006600,11001006600,66,Census Tract 66,G5020,S,296241,0,11001006600,6600,0,6600,40.9,45,14.1,1869,0.03,0.042,158286,0.035,0.033,0.594,0.009,16.821,3532.41,1635.941874,1896.468126,112.744077,0.9,16.804179,1473.797016,2055.080574,122.295804,0.2,355.684353,450.3,117.325598,296210.8664725,2663.23871666147
826,11,001,007000,11001007000,70,Census Tract 70,G5020,S,420416,0,11001007000,7000,0,7000,43.2,32.9,23.9,2476,0.028,0.094,98281,0.153,0.073,0.466,0.053,131.228,27557.88,13850.125275,13707.754725,104.457545,5.3,131.359228,12289.771206,15295.666674,116.441509,3,6589.32027,9576.48,124.402179,420375.520607813,2909.00816452112
827,11,001,006801,11001006801,68.01,Census Tract 68.01,G5020,S,245889,0,11001006801,6801,0,6801,45.2,51.3,3.5,2005,0.137,0.162,85114,0.624,0.028,0.558,0.162,324.81,68210.1,26196.408126,42013.691874,129.348517,16.2,324.81,25641.686542,42568.413458,131.056351,12.6,22967.539139,29899.54,118.767739,245862.140031422,2058.28103065302
828,11,001,006802,11001006802,68.02,Census Tract 68.02,G5020,S,281353,0,11001006802,6802,0,6802,46.3,53,0.7,2256,0.084,0.116,104239,0.446,0.11,0.678,0.082,184.992,38848.32,14383.755129,24464.564871,132.24661,8.2,184.992,13240.815144,25607.504856,138.424931,7.1,16515.450098,20043.87,115.133779,281324.260866812,2543.23435015606
829,11,001,006900,11001006900,69,Census Tract 69,G5020,S,410302,0,11001006900,6900,0,6900,43.9,48,8.1,2388,0.049,0.044,111667,0.265,0.011,0.625,0.053,126.564,26578.44,11174.999372,15403.440628,121.704755,5.3,126.564,11246.506483,15331.933517,121.139767,5.7,9302.536928,19018.48,141.021808,410260.178049945,2860.13235645759
604,51,059,415700,51059415700,4157,Census Tract 4157,G5020,S,3465046,411,51059415700,415700,0,415700,89.2,9.9,0.8,3676,0.058,0.001,157898,0.022,0.045,0.915,0.03,110.16972,23135.6412,14061.608369,9074.032831,82.364127,3,110.28,14138.710515,9020.089485,81.792614,3.3,22327.919903,3950.64,31.570772,3465132.83721751,7664.01780476653
605,51,059,415800,51059415800,4158,Census Tract 4158,G5020,S,3621578,177932,51059415800,415800,0,415800,93.6,6.4,0,4827,0.044,0.016,168417,0.021,0.073,0.89,0.021,101.367,21287.07,11653.916912,9633.153088,95.032437,2.1,101.468367,11489.004395,9819.352675,96.772551,2.9,24829.236584,4573.28,32.66351,3799158.29185008,9614.71828536285
606,51,059,440800,51059440800,4408,Census Tract 4408,G5020,S,6372389,79877,51059440800,440800,0,440800,86.4,12.8,0.8,6211,0.031,0.039,139421,0.048,0.062,0.879,0.032,198.752,41737.92,20335.044781,21402.875219,107.686339,3.2,198.752,24236.94228,17500.97772,88.054348,2.7,26463.541304,8905.92,52.877339,6451628.04689685,17615.4902129908
607,51,059,452200,51059452200,4522,Census Tract 4522,G5020,S,2337790,0,51059452200,452200,0,452200,90.5,9.6,0,6615,0.073,0.169,62917,0.098,0.355,0.587,0.092,609.18858,127929.6018,48016.116007,79913.485793,131.18021,9.2,608.58,59392.441358,68409.358642,112.408161,10.6,112965.887577,30677.89,44.84954,2337553.3990197,8687.52334313626
608,51,059,431900,51059431900,4319,Census Tract 4319,G5020,S,1587898,709,51059431900,431900,0,431900,81.4,18.6,0,3312,0.019,0.003,178971,0.048,0.084,0.917,0.001,3.312,695.52,619.600133,75.919867,22.922665,0.1,3.308688,624.607245,70.217235,21.222078,1.1,6362.578599,1248.87,34.456377,1588448.84995998,5435.4468417454
675,51,059,491403,51059491403,4914.03,Census Tract 4914.03,G5020,S,1722284,12290,51059491403,491403,0,491403,94.8,3.3,1.8,4233,0.002,0.041,164769,0.032,0.062,0.904,0.006,25.372602,5328.24642,4620.090924,708.155496,27.910243,0.6,25.398,4866.941394,466.638606,18.373045,0,0,0,0,1734398.66721426,6487.28474798746
676,51,059,491402,51059491402,4914.02,Census Tract 4914.02,G5020,S,1239562,0,51059491402,491402,0,491402,94,5.9,0,4401,0.027,0.065,92500,0.092,0.12,0.777,0.055,241.812945,50780.71845,34500.667784,16280.050666,67.324976,5.5,242.055,38679.021245,12152.528755,50.205651,4.6,31089.345499,8081.95,43.327907,1239438.97125131,5887.85642742867
677,51,059,491401,51059491401,4914.01,Census Tract 4914.01,G5020,S,1313330,10786,51059491401,491401,0,491401,95.5,3.6,0.8,4550,0.081,0.023,87000,0.061,0.106,0.739,0.08,363.636,76363.56,64729.733041,11633.826959,31.993056,8,364,69995.84468,6444.15532,17.703723,9.1,77559.204341,14302.57,32.696287,1323985.14409539,5440.07810509077
742,51,059,480201,51059480201,4802.01,Census Tract 4802.01,G5020,S,6678505,15515,51059480201,480201,0,480201,96.2,3.1,0.7,4177,0.043,0.024,216328,0.021,0.005,0.978,0.008,33.416,7017.36,6722.554364,294.805636,8.82229,0.8,33.416,6945.865691,71.494309,2.139523,0.9,6669.046711,845.59,23.630485,6693364.54894113,11475.9894763995
743,51,059,471303,51059471303,4713.03,Census Tract 4713.03,G5020,S,1384858,0,51059471303,471303,0,471303,82.1,17.5,0.4,3863,0.02,0.071,96250,0.056,0.102,0.47,0.082,316.766,66520.86,28491.370008,38029.489992,120.055467,8.2,316.766,34640.813561,31880.046439,100.642261,8.3,52258.762322,16868.62,51.244671,1384720.49161373,6715.78578749713
744,51,059,471301,51059471301,4713.01,Census Tract 4713.01,G5020,S,732163,632,51059471301,471301,0,471301,79.3,19.1,1.6,4021,0.068,0.093,91369,0.038,0.246,0.208,0.116,466.436,97951.56,46321.81973,51629.74027,110.68987,11.6,466.436,55484.323672,42467.236328,91.046224,13,76783.306025,21742.39,46.342253,732720.706133516,3911.24030210618
745,51,059,480401,51059480401,4804.01,Census Tract 4804.01,G5020,S,8794032,43145,51059480401,480401,0,480401,94.3,5.1,0.6,4431,0.02,0.016,217571,0.021,0.069,0.885,0,0,0,0,0,0,0,0,0,0,0,0.6,4800.584511,781.22,29.391102,8836323.18305149,15184.4848550833
550,51,059,492100,51059492100,4921,Census Tract 4921,G5020,S,29754800,1135965,51059492100,492100,0,492100,93.5,5,1.4,6653,0.041,0.022,212109,0.041,0.028,0.941,0.01,66.46347,13957.3287,13746.822992,210.505708,3.167239,1,66.53,13963.260074,8.039926,0.120847,1,13393.17581,811.22,11.993261,30887796.4815457,29534.0271956562
551,51,059,431300,51059431300,4313,Census Tract 4313,G5020,S,2684329,34143,51059431300,431300,0,431300,87.9,10.7,1.4,4207,0.034,0.001,121693,0.029,0.091,0.9,0.025,105.175,22086.75,17797.503747,4289.246253,40.781994,2.5,105.175,18058.563301,4028.186699,38.29985,3,21843.304937,3810.3,31.19102,2718204.87286324,10395.934002251
552,51,059,432300,51059432300,4323,Census Tract 4323,G5020,S,2970702,28844,51059432300,432300,0,432300,92,6.1,2,5340,0.039,0.008,143495,0.05,0.126,0.825,0.026,138.97884,29185.5564,27351.447748,1834.108652,13.197035,2.6,138.70116,27636.942759,1490.300841,10.744689,2.7,23918.096102,5724.66,40.555583,2999250.41843599,7282.45434792065
553,51,059,432500,51059432500,4325,Census Tract 4325,G5020,S,3202981,116127,51059432500,432500,0,432500,91.8,6.2,2,5614,0.031,0.035,151463,0.1,0.09,0.853,0.031,174.034,36547.14,30145.854474,6401.285526,36.78181,3.1,173.859966,30573.833192,5936.759668,34.14679,3.6,35758.150441,7953.77,38.211353,3318785.52636798,7458.08067773961
609,51,059,432000,51059432000,4320,Census Tract 4320,G5020,S,1834893,12415,51059432000,432000,0,432000,85.6,9.3,5.1,3319,0.048,0.029,122727,0.053,0.222,0.734,0.037,122.803,25788.63,24407.34591,1381.28409,11.247967,3.7,122.803,24695.41685,1093.21315,8.90217,5.5,34229.029685,4821.52,25.928425,1847127.44026197,6169.09484477903
610,51,059,432100,51059432100,4321,Census Tract 4321,G5020,S,1626534,26065,51059432100,432100,0,432100,90.2,9.5,0.3,3545,0.074,0.113,95972,0.019,0.078,0.737,0.09,319.05,67000.5,62606.001529,4394.498471,13.773698,9,318.73095,63738.138614,3195.360886,10.025261,7.6,50380.876577,5957.92,22.207857,1652438.56018285,5901.72947078348
611,51,059,430400,51059430400,4304,Census Tract 4304,G5020,S,5707949,335845,51059430400,430400,0,430400,90.4,7.3,2.3,7018,0.041,0.052,106216,0.024,0.152,0.914,0.031,217.558,45687.18,23502.373262,22184.806738,101.971919,3.1,217.340442,27260.471397,18381.021423,84.572486,4.2,50615.954352,11750.27,39.565582,6043194.26106496,10674.292947706
612,51,059,430500,51059430500,4305,Census Tract 4305,G5020,S,1131173,137,51059430500,430500,0,430500,95.7,4.3,0,1656,0.079,0.039,87455,0.043,0.104,0.943,0.06,99.36,20865.6,18049.952305,2815.647695,28.337839,6,99.36,18315.703168,2549.896832,25.663213,5.5,15231.760937,4380.14,46.901585,1131200.14445376,5841.60329050974
678,51,059,491103,51059491103,4911.03,Census Tract 4911.03,G5020,S,1884367,24475,51059491103,491103,0,491103,97,2.5,0.5,7028,0.09,0.125,99514,0.044,0.291,0.854,0.059,414.652,87076.92,69335.452369,17741.467631,42.786403,5.9,414.237348,74443.434774,12546.408306,30.28797,7.9,91744.061259,28948.19,50.368765,1908652.88216698,7661.85954743384
679,51,059,422201,51059422201,4222.01,Census Tract 4222.01,G5020,S,5118391,66237,51059422201,422201,0,422201,94.4,5.1,0.4,3585,0.058,0.022,155391,0.166,0.099,0.896,0.041,146.838015,30835.98315,21599.086889,9236.896261,62.905347,4.1,146.838015,20648.617329,10187.365821,69.378259,3.9,21991.137139,5633.73,42.826768,5184147.7269126,14003.8887490957
680,51,059,481102,51059481102,4811.02,Census Tract 4811.02,G5020,S,437202,0,51059481102,481102,0,481102,84.4,11.8,3.8,3313,0.048,0.023,139757,0.182,0.077,0.17,0.119,394.247,82791.87,50905.909894,31885.960106,80.87813,11.9,393.852753,62576.247795,20132.830335,51.117658,11.3,56158.76241,12492.13,38.212859,437159.952233484,3100.43525220152
681,51,059,420202,51059420202,4202.02,Census Tract 4202.02,G5020,S,653619,389,51059420202,420202,0,420202,80.3,19.7,0,2115,0.09,0.051,101420,0.26,0.168,0.441,0.124,262.26,55074.6,32555.847305,22518.752695,85.864229,12.4,262.26,35374.061448,19700.538552,75.11835,11.6,38277.48709,13633.67,55.153291,653944.72143832,3728.13593572546
682,51,059,420501,51059420501,4205.01,Census Tract 4205.01,G5020,S,92009,0,51059420501,420501,0,420501,69.3,30.6,0,1641,0.053,0.075,97723,0.218,0.054,0.581,0.109,178.690131,37524.92751,24267.517454,13257.410056,74.192178,10.9,178.869,24121.664875,13440.825125,75.143402,10.9,25743.250681,11773.46,65.902006,91998.8309948125,2666.61642265741
683,51,059,421101,51059421101,4211.01,Census Tract 4211.01,G5020,S,2872020,0,51059421101,421101,0,421101,79.8,19.2,0.9,5950,0.017,0.012,128056,0.27,0.117,0.808,0.042,249.6501,52426.521,32523.246884,19903.274116,79.724679,4.2,249.9,33118.775951,19360.224049,77.471885,2.9,28080.495245,5877.34,36.346316,2871745.82045048,8576.15451672805
746,51,059,480402,51059480402,4804.02,Census Tract 4804.02,G5020,S,21212092,115083,51059480402,480402,0,480402,97.5,1.2,1.4,6551,0.037,0.004,223563,0.011,0.087,0.923,0,0,0,0,0,0,0,0,0,0,0,0.1,1218.73303,204.23,30.139754,21325168.8523199,23213.8193214053
747,51,059,480502,51059480502,4805.02,Census Tract 4805.02,G5020,S,3008033,7312,51059480502,480502,0,480502,94.8,4.2,1,6042,0.055,0.114,143029,0.074,0.152,0.891,0.045,271.89,57096.9,37954.767187,19142.132813,70.40396,4.5,271.89,45275.082518,11821.817482,43.480148,6.3,64397.996022,12957.81,35.176943,3015054.46245098,10508.1770012365
748,51,059,482001,51059482001,4820.01,Census Tract 4820.01,G5020,S,4123323,32195,51059482001,482001,0,482001,91.6,7.9,0.5,4908,0.063,0.041,174539,0.049,0.058,0.919,0.035,171.78,36073.8,26074.577098,9999.222902,58.209471,3.5,171.78,29672.9149,6400.8851,37.262109,3.3,28705.04987,5286.6,32.660551,4155114.70299991,10922.1507614124
554,51,059,431400,51059431400,4314,Census Tract 4314,G5020,S,2225993,5723,51059431400,431400,0,431400,88.6,9.6,1.8,4695,0.059,0.054,123158,0.098,0.079,0.774,0.067,314.565,66058.65,50988.134585,15070.515415,47.909066,6.7,314.250435,51658.148267,14334.443083,45.614712,7.3,62033.794394,11013.66,31.662538,2231503.52277102,8731.20349927859
555,51,059,431500,51059431500,4315,Census Tract 4315,G5020,S,3827886,50498,51059431500,431500,0,431500,90.6,9.1,0.3,5113,0.029,0.049,124604,0.088,0.077,0.877,0.039,199.407,41875.47,32092.973651,9782.496349,49.057939,3.9,199.606407,32924.401715,8992.943755,45.053382,4.4,41327.155453,6619.2,28.991416,3878007.27366687,10149.3602144295
613,51,059,452400,51059452400,4524,Census Tract 4524,G5020,S,3628479,6335,51059452400,452400,0,452400,91.5,7.8,0.7,7166,0.048,0.062,97813,0.181,0.272,0.687,0.058,415.628,87281.88,66343.405896,20938.474104,50.37792,5.8,415.628,67845.137238,19436.742762,46.764758,6.6,74993.299114,24050.26,50.993266,3634461.89484424,8087.19905015984
614,51,059,471100,51059471100,4711,Census Tract 4711,G5020,S,3875440,1744,51059471100,471100,0,471100,84.2,13.3,2.4,6924,0.042,0.054,105451,0.025,0.122,0.606,0.068,470.361168,98775.84528,53643.50238,45132.3429,95.952527,6.8,470.361168,62617.955952,36157.889328,76.872607,6.9,91412.604753,13248.67,26.583088,3876794.78079065,8168.38515038982
615,51,059,480100,51059480100,4801,Census Tract 4801,G5020,S,35086740,354941,51059480100,480100,0,480100,97.8,0.9,1.3,4644,0.079,0.031,250000,0.037,0.033,0.963,0.016,74.304,15603.84,15216.039499,387.800501,5.219107,1.6,74.229696,15450.735348,137.500812,1.852369,1.4,11542.401988,1099.6,18.265748,35438336.8461843,44771.2554370232
616,51,059,480300,51059480300,4803,Census Tract 4803,G5020,S,21168101,252684,51059480300,480300,0,480300,93.7,5.9,0.5,6837,0.031,0.016,250000,0.005,0.05,0.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21418681.3858438,21793.8784521588
617,51,059,481000,51059481000,4810,Census Tract 4810,G5020,S,1418676,2004,51059481000,481000,0,481000,88,8.4,3.7,5652,0.064,0.049,80325,0.126,0.347,0.517,0.072,407.350944,85543.69824,52023.106371,33520.591869,82.289221,7.2,406.944,63589.801155,21868.438845,53.738202,7.1,68933.620725,14935.13,37.396257,1420538.96726633,5165.98062990617
684,51,059,480504,51059480504,4805.04,Census Tract 4805.04,G5020,S,1408543,20527,51059480504,480504,0,480504,97.7,0.9,1.4,2115,0.011,0.013,160208,0.021,0.04,0.778,0.022,46.53,9771.3,6466.387708,3304.912292,71.027558,2.2,46.48347,7727.312642,2034.216058,43.762139,3.4,12479.949494,2371.25,33.530126,1428934.64642356,6140.93300309692
685,51,059,482201,51059482201,4822.01,Census Tract 4822.01,G5020,S,939339,6534,51059482201,482201,0,482201,85,11.5,3.5,2525,0.039,0.281,73906,0.155,0.27,0.345,0.132,333.3,69993,46384.008937,23608.991063,70.834057,13.2,332.6334,54679.734606,15173.279394,45.615622,17.2,83290.76805,16075.35,33.973589,945781.884259867,4327.10163866611
686,51,059,491302,51059491302,4913.02,Census Tract 4913.02,G5020,S,1207220,18792,51059491302,491302,0,491302,96,2.4,1.6,3729,0.037,0.049,98984,0.078,0.121,0.522,0.08,298.32,62647.2,38475.330995,24171.869005,81.026646,8,298.32,44812.891009,17834.308991,59.782479,7.9,45740.631286,13933.6,49.033825,1225889.49997393,4929.73673052092
687,51,059,491701,51059491701,4917.01,Census Tract 4917.01,G5020,S,1348274,27703,51059491701,491701,0,491701,87.6,12.1,0.3,3557,0.029,0.024,96625,0.059,0.109,0.593,0.065,231.205,48553.05,43596.472238,4956.577762,21.438022,6.5,230.973795,45222.639735,3281.857215,14.208786,6.4,41479.869291,3678.53,17.106263,1375837.41246551,5055.86416324536
688,51,059,491702,51059491702,4917.02,Census Tract 4917.02,G5020,S,2263715,19358,51059491702,491702,0,491702,81.7,13.7,4.7,7681,0.033,0.119,85129,0.162,0.149,0.273,0.123,945.707763,198598.63023,178421.593488,20177.036742,21.335382,12.3,944.763,183831.310748,14568.919252,15.420713,14.1,193839.535265,20299.98,19.907567,2282838.2881913,8947.31657235442
749,51,059,480501,51059480501,4805.01,Census Tract 4805.01,G5020,S,5068248,55252,51059480501,480501,0,480501,97.9,1.4,0.7,3566,0.005,0.036,205583,0.026,0.057,0.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5123003.79506438,9847.57483906557
750,51,059,480503,51059480503,4805.03,Census Tract 4805.03,G5020,S,2194048,14420,51059480503,480503,0,480503,93.1,6.9,0,3488,0.015,0.029,124706,0.025,0.206,0.855,0.007,24.416,5127.36,3220.922558,1906.437442,78.081481,0.7,24.416,3923.064377,1204.295623,49.324034,2.4,15246.425035,3089.1,35.379961,2208254.81053597,8044.37736002736
751,51,059,480505,51059480505,4805.05,Census Tract 4805.05,G5020,S,1277424,28126,51059480505,480505,0,480505,94.1,4.4,1.5,2995,0.036,0.05,107176,0.048,0.068,0.45,0.089,266.555,55976.55,35721.997049,20254.552951,75.986393,8.9,266.288445,42952.586751,12967.986699,48.699021,9.3,49930.042487,9909.88,34.777357,1305421.33019641,4781.88448053031
752,51,059,482203,51059482203,4822.03,Census Tract 4822.03,G5020,S,1877209,26369,51059482203,482203,0,482203,89.9,4.4,5.6,3953,0.02,0.036,125292,0.038,0.093,0.551,0.058,229.044726,48099.39246,31403.435087,16695.957373,72.893874,5.8,229.044726,37585.357785,10514.034675,45.90385,6.2,41112.842915,9079.26,37.986934,1903393.16931299,5882.235838157
753,51,059,480802,51059480802,4808.02,Census Tract 4808.02,G5020,S,2580649,5857,51059480802,480802,0,480802,96.8,2.6,0.7,3810,0.036,0.03,104901,0.035,0.1,0.679,0.058,221.20098,46452.2058,29175.545706,17276.660094,78.103904,5.8,220.98,35452.818106,10952.981894,49.56549,8.1,56014.115104,11685.68,36.24817,2586255.53868326,7548.27011511402
754,51,059,480801,51059480801,4808.01,Census Tract 4808.01,G5020,S,2307603,1564,51059480801,480801,0,480801,86.9,9.7,3.4,5232,0.047,0.05,96375,0.182,0.356,0.771,0.036,188.352,39553.92,25265.251937,14288.668063,75.861515,3.6,188.163648,30331.340405,9183.025675,48.803399,4.6,40090.994663,8672.69,37.348779,2308944.89542849,8348.00750700321
556,51,059,491000,51059491000,4910,Census Tract 4910,G5020,S,17508860,353506,51059491000,491000,0,491000,97.5,2.4,0,1932,0.03,0.004,202946,0.017,0.033,0.988,0,0,0,0,0,0,0,0,0,0,0,0.2,648.917538,130.18,35.089612,17860581.9523675,21688.034873561
557,51,059,450300,51059450300,4503,Census Tract 4503,G5020,S,1755360,2140,51059450300,450300,0,450300,86.5,12.6,1,4624,0.042,0.049,82244,0.09,0.322,0.718,0.04,185.14496,38880.4416,16123.480857,22756.960743,122.914287,4,184.96,19260.97897,19580.62103,105.864084,5.3,38509.83826,14313.14,56.902503,1757320.16280455,6841.89355214908
558,51,059,415402,51059415402,4154.02,Census Tract 4154.02,G5020,S,2395676,289,51059415402,415402,0,415402,87.5,8.8,3.7,2889,0.045,0.034,119526,0.196,0.097,0.801,0.06,173.34,36401.4,23239.598939,13161.801061,75.930547,6,173.34,23705.950326,12695.449674,73.240162,5.8,28192.764021,6508.06,39.384999,2395735.18784325,8367.53985870211
